"regulatoryGene"	"targetGene"	"weight"
"ENSG00000109846"	"ENSG00000139292"	4.45675385428178e-06
"ENSG00000197099"	"ENSG00000258949"	4.24354065384675e-06
"ENSG00000269867"	"ENSG00000261888"	4.21075979711286e-06
"ENSG00000176716"	"ENSG00000181085"	3.99328823088747e-06
"ENSG00000275993"	"ENSG00000172568"	3.92070158901653e-06
"ENSG00000109846"	"ENSG00000148795"	3.9104636547349e-06
"ENSG00000168298"	"ENSG00000105357"	3.87808873711486e-06
"ENSG00000137868"	"ENSG00000181085"	3.87202062531602e-06
"ENSG00000172568"	"ENSG00000151779"	3.8235050173966e-06
"ENSG00000235436"	"ENSG00000151779"	3.79878259721075e-06
"ENSG00000198785"	"ENSG00000274383"	3.70169229308838e-06
"ENSG00000177551"	"ENSG00000151779"	3.68243386405115e-06
"ENSG00000237857"	"ENSG00000198785"	3.63916432887013e-06
"ENSG00000164309"	"ENSG00000235436"	3.55698896953038e-06
"ENSG00000223403"	"ENSG00000275993"	3.46992056816898e-06
"ENSG00000139292"	"ENSG00000223403"	3.43392293930593e-06
"ENSG00000280727"	"ENSG00000177551"	3.38152066627208e-06
"ENSG00000262543"	"ENSG00000197099"	3.18074561301554e-06
"ENSG00000150991"	"ENSG00000181085"	3.12147207906039e-06
"ENSG00000177551"	"ENSG00000237857"	2.80414767564992e-06
"ENSG00000148795"	"ENSG00000151779"	2.62912040856642e-06
"ENSG00000198785"	"ENSG00000238113"	2.49458936312724e-06
"ENSG00000223403"	"ENSG00000198785"	2.41520174542621e-06
"ENSG00000164176"	"ENSG00000223403"	2.31484329146035e-06
"ENSG00000254656"	"ENSG00000164099"	2.29998554006538e-06
"ENSG00000164176"	"ENSG00000151779"	2.26623521979763e-06
"ENSG00000168298"	"ENSG00000174279"	2.06994382311694e-06
"ENSG00000177551"	"ENSG00000223403"	2.05015226903648e-06
"ENSG00000261888"	"ENSG00000182575"	1.96337836658566e-06
"ENSG00000198785"	"ENSG00000269867"	1.95067660996611e-06
"ENSG00000181085"	"ENSG00000151779"	1.9022576452772e-06
"ENSG00000139292"	"ENSG00000237857"	1.8706822542192e-06
"ENSG00000254656"	"ENSG00000139211"	1.86446833164668e-06
"ENSG00000254656"	"ENSG00000174279"	1.69740059724105e-06
"ENSG00000168298"	"ENSG00000150991"	1.61256331832827e-06
"ENSG00000269867"	"ENSG00000106536"	1.59435947875615e-06
"ENSG00000151779"	"ENSG00000198739"	1.55184474975148e-06
"ENSG00000254656"	"ENSG00000164176"	1.55055832455572e-06
"ENSG00000164309"	"ENSG00000261888"	1.53899042992202e-06
"ENSG00000109846"	"ENSG00000172568"	1.48198906505351e-06
"ENSG00000105357"	"ENSG00000172568"	1.4226500798441e-06
"ENSG00000164176"	"ENSG00000172568"	1.3255317092797e-06
"ENSG00000109846"	"ENSG00000237857"	1.27574048138567e-06
"ENSG00000106536"	"ENSG00000198785"	1.192936331107e-06
"ENSG00000177551"	"ENSG00000139211"	1.14097728168739e-06
"ENSG00000139292"	"ENSG00000106536"	1.11407141679845e-06
"ENSG00000164099"	"ENSG00000237857"	1.05804805209872e-06
"ENSG00000164176"	"ENSG00000181085"	1.03947721392766e-06
"ENSG00000176716"	"ENSG00000148795"	1.00336052572814e-06
"ENSG00000254656"	"ENSG00000139292"	9.94878739629012e-07
"ENSG00000160808"	"ENSG00000269867"	9.37296536970483e-07
"ENSG00000254656"	"ENSG00000137868"	9.25829194738011e-07
"ENSG00000177551"	"ENSG00000128710"	9.2037527118632e-07
"ENSG00000137868"	"ENSG00000164309"	8.29640750238205e-07
"ENSG00000280727"	"ENSG00000261888"	7.95388123456149e-07
"ENSG00000150991"	"ENSG00000174279"	7.8679258682294e-07
"ENSG00000274383"	"ENSG00000262543"	6.00476535790932e-07
"ENSG00000275993"	"ENSG00000182575"	5.77789021968997e-07
"ENSG00000249853"	"ENSG00000151779"	5.39332696791287e-07
"ENSG00000176716"	"ENSG00000128710"	5.13655264187305e-07
"ENSG00000176716"	"ENSG00000168298"	5.03965825058255e-07
"ENSG00000128710"	"ENSG00000176716"	4.2793932372424e-07
"ENSG00000172568"	"ENSG00000280727"	3.96409415492771e-07
"ENSG00000235436"	"ENSG00000258949"	3.95645149201105e-07
"ENSG00000150991"	"ENSG00000274370"	3.92572501570673e-07
"ENSG00000274370"	"ENSG00000198785"	3.88734868510935e-07
"ENSG00000238113"	"ENSG00000105357"	3.61391343004066e-07
"ENSG00000176716"	"ENSG00000223403"	3.56469460718943e-07
"ENSG00000164099"	"ENSG00000225527"	3.27605138105332e-07
"ENSG00000164309"	"ENSG00000139211"	2.85364649722822e-07
"ENSG00000197099"	"ENSG00000139211"	2.80202593560369e-07
"ENSG00000274383"	"ENSG00000139292"	2.49626556261745e-07
"ENSG00000269867"	"ENSG00000249853"	2.40658587173895e-07
"ENSG00000237857"	"ENSG00000151779"	2.27780359535285e-07
"ENSG00000182575"	"ENSG00000168298"	2.21641838632032e-07
"ENSG00000128710"	"ENSG00000172568"	2.00728165268613e-07
"ENSG00000172568"	"ENSG00000254656"	1.78796543063867e-07
"ENSG00000254656"	"ENSG00000280727"	1.58291924149351e-07
"ENSG00000235436"	"ENSG00000176716"	1.49722257034267e-07
"ENSG00000274370"	"ENSG00000225527"	1.35253666051397e-07
"ENSG00000168298"	"ENSG00000198785"	1.25977188047619e-07
"ENSG00000269867"	"ENSG00000164099"	1.12720719167793e-07
"ENSG00000237857"	"ENSG00000105357"	6.75149132483804e-08
"ENSG00000105357"	"ENSG00000249853"	5.82747463581277e-08
"ENSG00000261888"	"ENSG00000198785"	3.80889070844446e-08
"ENSG00000198739"	"ENSG00000160808"	3.73428250213748e-08
"ENSG00000109846"	"ENSG00000176716"	3.43239288141053e-08
"ENSG00000128710"	"ENSG00000164309"	1.91920087659437e-08
"ENSG00000174279"	"ENSG00000128710"	5.52227227949113e-09
"ENSG00000182575"	"ENSG00000269867"	3.04905809391776e-09
"ENSG00000109846"	"ENSG00000105357"	0
"ENSG00000128710"	"ENSG00000105357"	0
"ENSG00000137868"	"ENSG00000105357"	0
"ENSG00000139211"	"ENSG00000105357"	0
"ENSG00000139292"	"ENSG00000105357"	0
"ENSG00000151779"	"ENSG00000105357"	0
"ENSG00000160808"	"ENSG00000105357"	0
"ENSG00000164099"	"ENSG00000105357"	0
"ENSG00000164309"	"ENSG00000105357"	0
"ENSG00000172568"	"ENSG00000105357"	0
"ENSG00000174279"	"ENSG00000105357"	0
"ENSG00000176716"	"ENSG00000105357"	0
"ENSG00000177551"	"ENSG00000105357"	0
"ENSG00000182575"	"ENSG00000105357"	0
"ENSG00000197099"	"ENSG00000105357"	0
"ENSG00000198739"	"ENSG00000105357"	0
"ENSG00000198785"	"ENSG00000105357"	0
"ENSG00000223403"	"ENSG00000105357"	0
"ENSG00000225527"	"ENSG00000105357"	0
"ENSG00000249853"	"ENSG00000105357"	0
"ENSG00000253347"	"ENSG00000105357"	0
"ENSG00000254656"	"ENSG00000105357"	0
"ENSG00000258949"	"ENSG00000105357"	0
"ENSG00000262543"	"ENSG00000105357"	0
"ENSG00000269867"	"ENSG00000105357"	0
"ENSG00000274370"	"ENSG00000105357"	0
"ENSG00000275993"	"ENSG00000105357"	0
"ENSG00000280727"	"ENSG00000105357"	0
"ENSG00000105357"	"ENSG00000106536"	0
"ENSG00000109846"	"ENSG00000106536"	0
"ENSG00000128710"	"ENSG00000106536"	0
"ENSG00000148795"	"ENSG00000106536"	0
"ENSG00000150991"	"ENSG00000106536"	0
"ENSG00000151779"	"ENSG00000106536"	0
"ENSG00000160808"	"ENSG00000106536"	0
"ENSG00000172568"	"ENSG00000106536"	0
"ENSG00000174279"	"ENSG00000106536"	0
